"Time (UTCG)","Semi-major Axis (km)","Eccentricity","Inclination (deg)","RAAN (deg)","Arg of Perigee (deg)","True Anomaly (deg)","Mean Anomaly (deg)"
6 Jul 2024 23:24:30.000,6677.856201,0.002050,28.487,3.032,195.967,27.554,27.445
6 Jul 2024 23:25:00.000,6677.690977,0.002012,28.486,3.029,196.487,29.032,28.920
6 Jul 2024 23:25:30.000,6677.527451,0.001974,28.485,3.027,196.959,30.558,30.443
6 Jul 2024 23:26:00.000,6677.366211,0.001937,28.483,3.024,197.383,32.131,32.013
6 Jul 2024 23:26:30.000,6677.207793,0.001901,28.482,3.021,197.761,33.752,33.631
6 Jul 2024 23:27:00.000,6677.052763,0.001866,28.481,3.017,198.093,35.418,35.294
6 Jul 2024 23:27:30.000,6676.901759,0.001831,28.480,3.014,198.379,37.130,37.003
6 Jul 2024 23:28:00.000,6676.755490,0.001797,28.479,3.010,198.623,38.884,38.755
6 Jul 2024 23:28:30.000,6676.614703,0.001765,28.477,3.007,198.827,40.678,40.546
6 Jul 2024 23:29:00.000,6676.480124,0.001733,28.476,3.003,198.995,42.508,42.374
6 Jul 2024 23:29:30.000,6676.352412,0.001703,28.475,2.998,199.131,44.369,44.233
6 Jul 2024 23:30:00.000,6676.232132,0.001675,28.474,2.994,199.241,46.258,46.119
6 Jul 2024 23:30:30.000,6676.119756,0.001647,28.473,2.990,199.328,48.168,48.027
6 Jul 2024 23:31:00.000,6676.015680,0.001622,28.473,2.985,199.399,50.095,49.952
6 Jul 2024 23:31:30.000,6675.920246,0.001597,28.472,2.981,199.459,52.032,51.888
6 Jul 2024 23:32:00.000,6675.833766,0.001574,28.471,2.976,199.514,53.975,53.830
6 Jul 2024 23:32:30.000,6675.756529,0.001552,28.471,2.971,199.568,55.918,55.771
6 Jul 2024 23:33:00.000,6675.688803,0.001531,28.470,2.966,199.629,57.854,57.706
6 Jul 2024 23:33:30.000,6675.630838,0.001511,28.469,2.961,199.702,59.778,59.629
6 Jul 2024 23:34:00.000,6675.582864,0.001493,28.469,2.956,199.794,61.684,61.534
6 Jul 2024 23:34:30.000,6675.545096,0.001475,28.469,2.951,199.909,63.566,63.415
6 Jul 2024 23:35:00.000,6675.517742,0.001458,28.469,2.946,200.053,65.418,65.266
6 Jul 2024 23:35:30.000,6675.500994,0.001442,28.468,2.941,200.233,67.235,67.082
6 Jul 2024 23:36:00.000,6675.495024,0.001426,28.468,2.936,200.453,69.011,68.859
6 Jul 2024 23:36:30.000,6675.499955,0.001411,28.468,2.930,200.718,70.743,70.590
6 Jul 2024 23:37:00.000,6675.515840,0.001396,28.468,2.925,201.032,72.425,72.272
6 Jul 2024 23:37:30.000,6675.542637,0.001381,28.469,2.920,201.397,74.055,73.903
6 Jul 2024 23:38:00.000,6675.580206,0.001366,28.469,2.915,201.818,75.630,75.479
6 Jul 2024 23:38:30.000,6675.628308,0.001350,28.469,2.910,202.293,77.150,76.999
6 Jul 2024 23:39:00.000,6675.686623,0.001334,28.470,2.905,202.825,78.613,78.464
6 Jul 2024 23:39:30.000,6675.754767,0.001318,28.470,2.900,203.413,80.021,79.872
6 Jul 2024 23:40:00.000,6675.832296,0.001301,28.471,2.895,204.055,81.373,81.225
6 Jul 2024 23:40:30.000,6675.918705,0.001283,28.471,2.890,204.752,82.671,82.525
6 Jul 2024 23:41:00.000,6676.013418,0.001265,28.472,2.886,205.499,83.918,83.773
6 Jul 2024 23:41:30.000,6676.115782,0.001245,28.473,2.881,206.295,85.115,84.973
6 Jul 2024 23:42:00.000,6676.225081,0.001224,28.474,2.877,207.137,86.268,86.128
6 Jul 2024 23:42:30.000,6676.340567,0.001202,28.475,2.872,208.019,87.379,87.241
6 Jul 2024 23:43:00.000,6676.461513,0.001179,28.476,2.868,208.939,88.452,88.317
6 Jul 2024 23:43:30.000,6676.587267,0.001154,28.477,2.864,209.892,89.492,89.360
6 Jul 2024 23:44:00.000,6676.717297,0.001128,28.478,2.860,210.876,90.500,90.371
6 Jul 2024 23:44:30.000,6676.851199,0.001101,28.479,2.857,211.889,91.479,91.353
6 Jul 2024 23:45:00.000,6676.988665,0.001072,28.480,2.853,212.930,92.430,92.307
6 Jul 2024 23:45:30.000,6677.129419,0.001042,28.481,2.850,213.998,93.354,93.235
6 Jul 2024 23:46:00.000,6677.273142,0.001011,28.482,2.847,215.092,94.252,94.136
6 Jul 2024 23:46:30.000,6677.419399,0.000978,28.484,2.844,216.209,95.126,95.014
6 Jul 2024 23:47:00.000,6677.567607,0.000944,28.485,2.841,217.346,95.979,95.872
6 Jul 2024 23:47:30.000,6677.717033,0.000908,28.486,2.839,218.498,96.818,96.715
6 Jul 2024 23:48:00.000,6677.866832,0.000871,28.487,2.836,219.657,97.650,97.551
6 Jul 2024 23:48:30.000,6678.016095,0.000832,28.488,2.834,220.813,98.483,98.389
6 Jul 2024 23:49:00.000,6678.163898,0.000792,28.490,2.832,221.957,99.329,99.240
6 Jul 2024 23:49:30.000,6678.309329,0.000751,28.491,2.830,223.075,100.201,100.116
6 Jul 2024 23:50:00.000,6678.451492,0.000708,28.492,2.828,224.151,101.114,101.035
6 Jul 2024 23:50:30.000,6678.589493,0.000664,28.493,2.827,225.166,102.089,102.014
6 Jul 2024 23:51:00.000,6678.722436,0.000619,28.494,2.825,226.093,103.151,103.082
6 Jul 2024 23:51:30.000,6678.849431,0.000573,28.495,2.824,226.898,104.335,104.271
6 Jul 2024 23:52:00.000,6678.969622,0.000526,28.496,2.823,227.535,105.686,105.628
6 Jul 2024 23:52:30.000,6679.082236,0.000479,28.497,2.822,227.940,107.269,107.217
6 Jul 2024 23:53:00.000,6679.186629,0.000431,28.498,2.821,228.025,109.173,109.126
6 Jul 2024 23:53:30.000,6679.282311,0.000382,28.499,2.820,227.658,111.528,111.487
6 Jul 2024 23:54:00.000,6679.368947,0.000334,28.500,2.820,226.640,114.534,114.499
6 Jul 2024 23:54:30.000,6679.446328,0.000287,28.500,2.819,224.647,118.514,118.485
6 Jul 2024 23:55:00.000,6679.514328,0.000240,28.501,2.819,221.133,124.016,123.993
6 Jul 2024 23:55:30.000,6679.572869,0.000197,28.501,2.819,215.137,132.000,131.983
6 Jul 2024 23:56:00.000,6679.621905,0.000159,28.502,2.819,205.028,144.097,144.086
6 Jul 2024 23:56:30.000,6679.661443,0.000131,28.502,2.818,188.720,162.392,162.387
6 Jul 2024 23:57:00.000,6679.691572,0.000122,28.503,2.818,166.571,186.529,186.530
6 Jul 2024 23:57:30.000,6679.712499,0.000134,28.503,2.818,145.043,210.044,210.052
6 Jul 2024 23:58:00.000,6679.724540,0.000164,28.503,2.818,129.769,227.305,227.319
6 Jul 2024 23:58:30.000,6679.728105,0.000203,28.503,2.818,120.366,238.696,238.715
6 Jul 2024 23:59:00.000,6679.723605,0.000247,28.503,2.818,114.735,246.314,246.340
6 Jul 2024 23:59:30.000,6679.711361,0.000294,28.503,2.818,111.368,251.668,251.700
7 Jul 2024 00:00:00.000,6679.691524,0.000342,28.503,2.818,109.397,255.627,255.665
7 Jul 2024 00:00:30.000,6679.664031,0.000390,28.502,2.818,108.327,258.684,258.728
7 Jul 2024 00:01:00.000,6679.628612,0.000439,28.502,2.818,107.873,261.126,261.176
7 Jul 2024 00:01:30.000,6679.584862,0.000488,28.502,2.818,107.857,263.129,263.185
7 Jul 2024 00:02:00.000,6679.532333,0.000537,28.501,2.818,108.168,264.806,264.867
7 Jul 2024 00:02:30.000,6679.470638,0.000586,28.500,2.817,108.730,266.232,266.299
7 Jul 2024 00:03:00.000,6679.399529,0.000634,28.500,2.817,109.488,267.463,267.535
7 Jul 2024 00:03:30.000,6679.318942,0.000682,28.499,2.816,110.400,268.539,268.617
7 Jul 2024 00:04:00.000,6679.229007,0.000729,28.498,2.816,111.435,269.493,269.576
7 Jul 2024 00:04:30.000,6679.130037,0.000775,28.497,2.815,112.566,270.351,270.440
7 Jul 2024 00:05:00.000,6679.022517,0.000819,28.496,2.814,113.771,271.135,271.229
7 Jul 2024 00:05:30.000,6678.907097,0.000863,28.495,2.813,115.032,271.863,271.962
7 Jul 2024 00:06:00.000,6678.784585,0.000906,28.494,2.812,116.333,272.551,272.655
7 Jul 2024 00:06:30.000,6678.655930,0.000947,28.493,2.810,117.660,273.214,273.322
7 Jul 2024 00:07:00.000,6678.522174,0.000987,28.492,2.809,119.001,273.863,273.975
7 Jul 2024 00:07:30.000,6678.384379,0.001025,28.491,2.807,120.345,274.508,274.625
7 Jul 2024 00:08:00.000,6678.243520,0.001062,28.489,2.805,121.685,275.159,275.280
7 Jul 2024 00:08:30.000,6678.100395,0.001098,28.488,2.803,123.015,275.820,275.945
7 Jul 2024 00:09:00.000,6677.955574,0.001132,28.487,2.801,124.331,276.494,276.623
7 Jul 2024 00:09:30.000,6677.809410,0.001165,28.486,2.799,125.633,277.184,277.316
7 Jul 2024 00:10:00.000,6677.662131,0.001196,28.484,2.796,126.921,277.888,278.023
7 Jul 2024 00:10:30.000,6677.513977,0.001226,28.483,2.793,128.193,278.607,278.746
7 Jul 2024 00:11:00.000,6677.365351,0.001255,28.482,2.790,129.448,279.345,279.486
7 Jul 2024 00:11:30.000,6677.216911,0.001282,28.480,2.787,130.682,280.103,280.247
7 Jul 2024 00:12:00.000,6677.069580,0.001307,28.479,2.784,131.891,280.887,281.034
7 Jul 2024 00:12:30.000,6676.924464,0.001332,28.478,2.781,133.068,281.703,281.852
7 Jul 2024 00:13:00.000,6676.782684,0.001354,28.477,2.777,134.209,282.556,282.707
7 Jul 2024 00:13:30.000,6676.645205,0.001376,28.476,2.773,135.308,283.450,283.603
7 Jul 2024 00:14:00.000,6676.512704,0.001396,28.475,2.769,136.366,284.386,284.541
7 Jul 2024 00:14:30.000,6676.385539,0.001415,28.474,2.765,137.381,285.366,285.522
7 Jul 2024 00:15:00.000,6676.263820,0.001433,28.473,2.761,138.354,286.387,286.544
7 Jul 2024 00:15:30.000,6676.147571,0.001449,28.472,2.757,139.288,287.448,287.607
7 Jul 2024 00:16:00.000,6676.036914,0.001465,28.471,2.752,140.181,288.550,288.709
7 Jul 2024 00:16:30.000,6675.932211,0.001480,28.470,2.747,141.034,289.692,289.852
7 Jul 2024 00:17:00.000,6675.834124,0.001494,28.469,2.743,141.843,290.879,291.039
7 Jul 2024 00:17:30.000,6675.743558,0.001507,28.469,2.738,142.605,292.113,292.273
7 Jul 2024 00:18:00.000,6675.661528,0.001520,28.468,2.733,143.315,293.399,293.559
7 Jul 2024 00:18:30.000,6675.588992,0.001532,28.467,2.728,143.971,294.740,294.899
7 Jul 2024 00:19:00.000,6675.526707,0.001544,28.467,2.723,144.571,296.137,296.295
7 Jul 2024 00:19:30.000,6675.475175,0.001556,28.467,2.718,145.117,297.588,297.746
7 Jul 2024 00:20:00.000,6675.434652,0.001567,28.466,2.712,145.609,299.093,299.250
7 Jul 2024 00:20:30.000,6675.405244,0.001579,28.466,2.707,146.052,300.648,300.804
7 Jul 2024 00:21:00.000,6675.387010,0.001592,28.466,2.702,146.447,302.250,302.404
7 Jul 2024 00:21:30.000,6675.380043,0.001605,28.466,2.697,146.800,303.895,304.048
7 Jul 2024 00:22:00.000,6675.384498,0.001618,28.466,2.691,147.112,305.581,305.732
7 Jul 2024 00:22:30.000,6675.400546,0.001633,28.466,2.686,147.388,307.303,307.452
7 Jul 2024 00:23:00.000,6675.428303,0.001648,28.467,2.681,147.632,309.057,309.204
7 Jul 2024 00:23:30.000,6675.467744,0.001664,28.467,2.676,147.850,310.838,310.982
7 Jul 2024 00:24:00.000,6675.518664,0.001682,28.467,2.671,148.049,312.638,312.780
7 Jul 2024 00:24:30.000,6675.580679,0.001701,28.468,2.666,148.235,314.450,314.590
7 Jul 2024 00:25:00.000,6675.653280,0.001722,28.468,2.661,148.416,316.268,316.404
7 Jul 2024 00:25:30.000,6675.735898,0.001743,28.469,2.656,148.600,318.084,318.217
7 Jul 2024 00:26:00.000,6675.827970,0.001767,28.470,2.651,148.792,319.891,320.021
7 Jul 2024 00:26:30.000,6675.928948,0.001791,28.470,2.647,148.998,321.683,321.810
7 Jul 2024 00:27:00.000,6676.038288,0.001817,28.471,2.642,149.225,323.456,323.580
7 Jul 2024 00:27:30.000,6676.155392,0.001844,28.472,2.638,149.476,325.204,325.325
7 Jul 2024 00:28:00.000,6676.279569,0.001873,28.473,2.633,149.757,326.923,327.040
7 Jul 2024 00:28:30.000,6676.410010,0.001902,28.474,2.629,150.071,328.607,328.721
7 Jul 2024 00:29:00.000,6676.545816,0.001933,28.475,2.625,150.423,330.255,330.364
7 Jul 2024 00:29:30.000,6676.686053,0.001964,28.476,2.621,150.815,331.862,331.968
7 Jul 2024 00:30:00.000,6676.829833,0.001996,28.478,2.618,151.248,333.429,333.531
7 Jul 2024 00:30:30.000,6676.976370,0.002028,28.479,2.614,151.723,334.953,335.051
7 Jul 2024 00:31:00.000,6677.125013,0.002060,28.480,2.611,152.240,336.435,336.529
7 Jul 2024 00:31:30.000,6677.275221,0.002093,28.481,2.608,152.799,337.876,337.966
7 Jul 2024 00:32:00.000,6677.426512,0.002126,28.483,2.605,153.398,339.276,339.362
7 Jul 2024 00:32:30.000,6677.578392,0.002159,28.484,2.602,154.037,340.636,340.718
7 Jul 2024 00:33:00.000,6677.730301,0.002191,28.485,2.600,154.716,341.956,342.034
7 Jul 2024 00:33:30.000,6677.881584,0.002224,28.486,2.597,155.434,343.238,343.311
7 Jul 2024 00:34:00.000,6678.031496,0.002256,28.488,2.595,156.189,344.481,344.550
7 Jul 2024 00:34:30.000,6678.179240,0.002287,28.489,2.593,156.982,345.688,345.752
7 Jul 2024 00:35:00.000,6678.324009,0.002317,28.490,2.591,157.811,346.858,346.918
7 Jul 2024 00:35:30.000,6678.465021,0.002346,28.491,2.590,158.673,347.994,348.050
7 Jul 2024 00:36:00.000,6678.601549,0.002375,28.492,2.588,159.569,349.098,349.149
7 Jul 2024 00:36:30.000,6678.732924,0.002402,28.493,2.587,160.495,350.171,350.218
7 Jul 2024 00:37:00.000,6678.858538,0.002427,28.494,2.585,161.449,351.215,351.258
7 Jul 2024 00:37:30.000,6678.977833,0.002451,28.495,2.584,162.430,352.233,352.271
7 Jul 2024 00:38:00.000,6679.090304,0.002474,28.496,2.583,163.435,353.227,353.260
7 Jul 2024 00:38:30.000,6679.195493,0.002494,28.497,2.583,164.462,354.198,354.227
7 Jul 2024 00:39:00.000,6679.292987,0.002513,28.498,2.582,165.509,355.149,355.174
7 Jul 2024 00:39:30.000,6679.382405,0.002530,28.499,2.582,166.575,356.082,356.102
7 Jul 2024 00:40:00.000,6679.463382,0.002545,28.500,2.581,167.657,356.999,357.014
7 Jul 2024 00:40:30.000,6679.535549,0.002558,28.500,2.581,168.753,357.901,357.912
7 Jul 2024 00:41:00.000,6679.598528,0.002569,28.501,2.581,169.862,358.790,358.796
7 Jul 2024 00:41:30.000,6679.651935,0.002578,28.501,2.580,170.982,359.669,359.670
7 Jul 2024 00:42:00.000,6679.695398,0.002584,28.502,2.580,172.110,0.538,0.536
7 Jul 2024 00:42:30.000,6679.728584,0.002588,28.502,2.580,173.245,1.402,1.394
7 Jul 2024 00:43:00.000,6679.751227,0.002590,28.502,2.580,174.385,2.260,2.248
7 Jul 2024 00:43:30.000,6679.763132,0.002589,28.502,2.580,175.527,3.116,3.100
7 Jul 2024 00:44:00.000,6679.764171,0.002586,28.502,2.580,176.669,3.973,3.952
7 Jul 2024 00:44:30.000,6679.754259,0.002581,28.502,2.580,177.808,4.831,4.806
7 Jul 2024 00:45:00.000,6679.733336,0.002573,28.502,2.580,178.944,5.693,5.664
7 Jul 2024 00:45:30.000,6679.701360,0.002563,28.502,2.580,180.073,6.562,6.529
7 Jul 2024 00:46:00.000,6679.658329,0.002550,28.501,2.580,181.193,7.440,7.402
7 Jul 2024 00:46:30.000,6679.604326,0.002535,28.501,2.580,182.302,8.329,8.287
7 Jul 2024 00:47:00.000,6679.539559,0.002518,28.500,2.580,183.397,9.233,9.186
7 Jul 2024 00:47:30.000,6679.464399,0.002499,28.500,2.579,184.475,10.153,10.102
7 Jul 2024 00:48:00.000,6679.379375,0.002477,28.499,2.579,185.534,11.092,11.037
7 Jul 2024 00:48:30.000,6679.285136,0.002454,28.498,2.578,186.571,12.052,11.994
7 Jul 2024 00:49:00.000,6679.182382,0.002428,28.498,2.578,187.585,13.037,12.974
7 Jul 2024 00:49:30.000,6679.071797,0.002401,28.497,2.577,188.573,14.047,13.980
7 Jul 2024 00:50:00.000,6678.954009,0.002373,28.496,2.576,189.534,15.084,15.013
7 Jul 2024 00:50:30.000,6678.829588,0.002343,28.495,2.575,190.465,16.151,16.076
7 Jul 2024 00:51:00.000,6678.699099,0.002312,28.494,2.574,191.365,17.250,17.171
7 Jul 2024 00:51:30.000,6678.563166,0.002279,28.493,2.573,192.230,18.382,18.300
7 Jul 2024 00:52:00.000,6678.422536,0.002246,28.492,2.571,193.061,19.550,19.464
7 Jul 2024 00:52:30.000,6678.278085,0.002212,28.491,2.570,193.854,20.755,20.665
7 Jul 2024 00:53:00.000,6678.130763,0.002177,28.489,2.568,194.608,21.998,21.905
7 Jul 2024 00:53:30.000,6677.981484,0.002141,28.488,2.566,195.325,23.280,23.184
7 Jul 2024 00:54:00.000,6677.830999,0.002106,28.487,2.564,196.002,24.601,24.501
7 Jul 2024 00:54:30.000,6677.679795,0.002070,28.486,2.562,196.641,25.961,25.857
7 Jul 2024 00:55:00.000,6677.528070,0.002034,28.484,2.559,197.240,27.360,27.253
7 Jul 2024 00:55:30.000,6677.375797,0.001998,28.483,2.556,197.798,28.801,28.690
7 Jul 2024 00:56:00.000,6677.222872,0.001962,28.482,2.553,198.311,30.285,30.172
7 Jul 2024 00:56:30.000,6677.069297,0.001925,28.481,2.550,198.778,31.817,31.701
7 Jul 2024 00:57:00.000,6676.915350,0.001889,28.479,2.547,199.194,33.399,33.280
7 Jul 2024 00:57:30.000,6676.761679,0.001854,28.478,2.544,199.557,35.034,34.912
7 Jul 2024 00:58:00.000,6676.609298,0.001818,28.477,2.540,199.867,36.722,36.598
7 Jul 2024 00:58:30.000,6676.459495,0.001784,28.476,2.536,200.125,38.463,38.336
7 Jul 2024 00:59:00.000,6676.313674,0.001751,28.475,2.533,200.334,40.252,40.122
7 Jul 2024 00:59:30.000,6676.173192,0.001719,28.474,2.529,200.499,42.085,41.953
7 Jul 2024 01:00:00.000,6676.039248,0.001688,28.473,2.524,200.625,43.957,43.823
7 Jul 2024 01:00:30.000,6675.912822,0.001659,28.472,2.520,200.719,45.861,45.725
7 Jul 2024 01:01:00.000,6675.794707,0.001631,28.471,2.516,200.788,47.790,47.652
7 Jul 2024 01:01:30.000,6675.685562,0.001605,28.470,2.511,200.838,49.738,49.598
7 Jul 2024 01:02:00.000,6675.585986,0.001580,28.469,2.506,200.877,51.697,51.555
7 Jul 2024 01:02:30.000,6675.496558,0.001557,28.469,2.502,200.912,53.660,53.516
7 Jul 2024 01:03:00.000,6675.417830,0.001535,28.468,2.497,200.951,55.618,55.472
7 Jul 2024 01:03:30.000,6675.350288,0.001515,28.468,2.492,201.004,57.562,57.416
7 Jul 2024 01:04:00.000,6675.294291,0.001496,28.467,2.487,201.078,59.486,59.338
7 Jul 2024 01:04:30.000,6675.250026,0.001478,28.467,2.482,201.179,61.381,61.233
7 Jul 2024 01:05:00.000,6675.217500,0.001462,28.467,2.476,201.315,63.243,63.093
7 Jul 2024 01:05:30.000,6675.196565,0.001446,28.466,2.471,201.490,65.064,64.914
7 Jul 2024 01:06:00.000,6675.186983,0.001430,28.466,2.466,201.708,66.844,66.693
7 Jul 2024 01:06:30.000,6675.188489,0.001415,28.466,2.461,201.970,68.578,68.427
7 Jul 2024 01:07:00.000,6675.200848,0.001401,28.466,2.456,202.281,70.264,70.113
7 Jul 2024 01:07:30.000,6675.223874,0.001386,28.466,2.451,202.641,71.900,71.749
7 Jul 2024 01:08:00.000,6675.257421,0.001372,28.467,2.446,203.053,73.483,73.333
7 Jul 2024 01:08:30.000,6675.301353,0.001357,28.467,2.440,203.520,75.013,74.862
7 Jul 2024 01:09:00.000,6675.355506,0.001342,28.467,2.435,204.042,76.486,76.337
7 Jul 2024 01:09:30.000,6675.419657,0.001327,28.468,2.430,204.620,77.903,77.754
7 Jul 2024 01:10:00.000,6675.493517,0.001311,28.468,2.426,205.256,79.262,79.114
7 Jul 2024 01:10:30.000,6675.576731,0.001294,28.469,2.421,205.949,80.564,80.418
7 Jul 2024 01:11:00.000,6675.668896,0.001277,28.470,2.416,206.698,81.810,81.665
7 Jul 2024 01:11:30.000,6675.769567,0.001259,28.471,2.411,207.502,83.000,82.856
7 Jul 2024 01:12:00.000,6675.878270,0.001239,28.471,2.407,208.361,84.135,83.994
7 Jul 2024 01:12:30.000,6675.994500,0.001219,28.472,2.403,209.271,85.218,85.079
7 Jul 2024 01:13:00.000,6676.117719,0.001197,28.473,2.398,210.232,86.251,86.114
7 Jul 2024 01:13:30.000,6676.247347,0.001174,28.474,2.394,211.242,87.234,87.100
7 Jul 2024 01:14:00.000,6676.382762,0.001149,28.475,2.390,212.298,88.172,88.040
7 Jul 2024 01:14:30.000,6676.523289,0.001123,28.476,2.387,213.397,89.065,88.936
7 Jul 2024 01:15:00.000,6676.668190,0.001096,28.478,2.383,214.536,89.918,89.793
7 Jul 2024 01:15:30.000,6676.816657,0.001067,28.479,2.380,215.711,90.735,90.613
7 Jul 2024 01:16:00.000,6676.967798,0.001037,28.480,2.376,216.918,91.521,91.402
7 Jul 2024 01:16:30.000,6677.120641,0.001005,28.481,2.373,218.150,92.280,92.165
7 Jul 2024 01:17:00.000,6677.274162,0.000972,28.482,2.371,219.401,93.021,92.910
7 Jul 2024 01:17:30.000,6677.427327,0.000937,28.483,2.368,220.662,93.750,93.643
7 Jul 2024 01:18:00.000,6677.579166,0.000900,28.485,2.365,221.928,94.476,94.373
7 Jul 2024 01:18:30.000,6677.728837,0.000862,28.486,2.363,223.188,95.206,95.107
7 Jul 2024 01:19:00.000,6677.875678,0.000823,28.487,2.361,224.436,95.948,95.854
7 Jul 2024 01:19:30.000,6678.019218,0.000783,28.488,2.359,225.666,96.708,96.619
7 Jul 2024 01:20:00.000,6678.159134,0.000741,28.490,2.357,226.870,97.494,97.410
7 Jul 2024 01:20:30.000,6678.295177,0.000699,28.491,2.355,228.040,98.313,98.234
7 Jul 2024 01:21:00.000,6678.427064,0.000655,28.492,2.354,229.168,99.175,99.101
7 Jul 2024 01:21:30.000,6678.554402,0.000610,28.493,2.352,230.236,100.096,100.027
7 Jul 2024 01:22:00.000,6678.676635,0.000564,28.494,2.351,231.222,101.098,101.035
7 Jul 2024 01:22:30.000,6678.793063,0.000517,28.495,2.350,232.092,102.217,102.159
7 Jul 2024 01:23:00.000,6678.902903,0.000470,28.496,2.349,232.797,103.501,103.449
7 Jul 2024 01:23:30.000,6679.005388,0.000422,28.497,2.349,233.263,105.024,104.977
7 Jul 2024 01:24:00.000,6679.099852,0.000373,28.497,2.348,233.382,106.892,106.851
7 Jul 2024 01:24:30.000,6679.185791,0.000324,28.498,2.347,232.986,109.277,109.241
7 Jul 2024 01:25:00.000,6679.262857,0.000275,28.499,2.347,231.791,112.460,112.431
7 Jul 2024 01:25:30.000,6679.330821,0.000227,28.499,2.347,229.285,116.954,116.931
7 Jul 2024 01:26:00.000,6679.389497,0.000180,28.500,2.346,224.460,123.766,123.749
7 Jul 2024 01:26:30.000,6679.438667,0.000137,28.500,2.346,215.198,135.016,135.005
7 Jul 2024 01:27:00.000,6679.478048,0.000103,28.501,2.346,197.352,154.849,154.844
7 Jul 2024 01:27:30.000,6679.507279,0.000090,28.501,2.346,168.275,185.914,185.915
7 Jul 2024 01:28:00.000,6679.525965,0.000106,28.501,2.346,140.026,216.150,216.158
7 Jul 2024 01:28:30.000,6679.533725,0.000142,28.501,2.346,123.252,234.912,234.925
7 Jul 2024 01:29:00.000,6679.530256,0.000186,28.501,2.346,114.632,245.520,245.540
7 Jul 2024 01:29:30.000,6679.515366,0.000234,28.501,2.346,110.203,251.937,251.962
7 Jul 2024 01:30:00.000,6679.488990,0.000283,28.501,2.346,107.981,256.146,256.178
7 Jul 2024 01:30:30.000,6679.451205,0.000334,28.501,2.346,107.017,259.098,259.135
7 Jul 2024 01:31:00.000,6679.402230,0.000384,28.501,2.346,106.822,261.281,261.324
7 Jul 2024 01:31:30.000,6679.342443,0.000434,28.500,2.346,107.123,262.968,263.017
7 Jul 2024 01:32:00.000,6679.272386,0.000484,28.500,2.346,107.756,264.323,264.378
7 Jul 2024 01:32:30.000,6679.192776,0.000533,28.499,2.345,108.616,265.450,265.511
7 Jul 2024 01:33:00.000,6679.104469,0.000581,28.499,2.345,109.633,266.422,266.488
7 Jul 2024 01:33:30.000,6679.008399,0.000628,28.498,2.344,110.758,267.286,267.357
7 Jul 2024 01:34:00.000,6678.905478,0.000675,28.497,2.344,111.955,268.077,268.154
7 Jul 2024 01:34:30.000,6678.796494,0.000720,28.496,2.343,113.201,268.820,268.902
7 Jul 2024 01:35:00.000,6678.682026,0.000764,28.496,2.343,114.480,269.529,269.617
7 Jul 2024 01:35:30.000,6678.562431,0.000808,28.495,2.342,115.784,270.214,270.307
7 Jul 2024 01:36:00.000,6678.437889,0.000850,28.494,2.341,117.107,270.880,270.978
7 Jul 2024 01:36:30.000,6678.308524,0.000891,28.493,2.339,118.445,271.532,271.634
